,release_date,movie,production_budget_millions,domestic_gross_millions,worldwide_gross_millions,vote_average,vote_count,start_year,genres,directors_name,movie_profits_millions
2395,24-May-13,Before Midnight,3.0,8.110621,23.25193,7.4,1039,2013,"Drama,Romance",Richard Linklater,20.25193
2396,31-Jul-09,The Collector,3.0,7.712114,10.473836,0.5,2,2012,"Action,Comedy",James Lee,7.473836
2398,27-Oct-17,Let There Be Light,3.0,7.233471,7.241309,6.2,23,2012,Documentary,Peter Swanson,4.241309
2406,17-May-13,Frances Ha,3.0,4.067398,11.262769,7.4,624,2012,"Comedy,Drama,Romance",Noah Baumbach,8.262769
2407,30-Apr-10,Please Give,3.0,4.033574,4.570178,6.3,81,2010,"Comedy,Drama",Nicole Holofcener,1.5701780000000003
2408,22-Apr-16,Compadres,3.0,3.127773,7.445044,5.1,21,2016,"Action,Comedy,Crime",Enrique Begné,4.445044
2409,16-Oct-98,Happiness,3.0,2.746453,5.746453,7.0,3,2013,"Documentary,Drama,Family",Thomas Balmès,2.746453
2412,19-Sep-14,Tusk,3.0,1.821983,1.887554,5.3,601,2014,"Comedy,Drama,Horror",Kevin Smith,-1.112446
2413,12-May-17,The Wall,3.0,1.803064,4.495262,6.7,61,2010,Documentary,Ricardo Martinez,1.4952620000000003
2421,6-Apr-12,Damsels in Distress,3.0,1.007535,1.324299,5.5,103,2011,"Comedy,Drama,Romance",Whit Stillman,-1.675701
2422,25-Mar-05,Oldboy,3.0,0.707391,6.239723,5.9,1032,2013,"Action,Drama,Mystery",Spike Lee,3.2397229999999997
2423,6-May-11,Hobo with a Shotgun,3.0,0.703372,0.834953,5.9,300,2011,"Action,Comedy,Horror",Jason Eisener,-2.165047
2424,7-Sep-12,Bachelorette,3.0,0.44677,12.577401,5.4,755,2012,"Comedy,Romance",Leslye Headland,9.577401
2425,9-Sep-11,Creature,3.0,0.331,0.331,4.1,23,2011,Horror,Fred Andrews,-2.669
2427,9-Dec-16,The Bounce Back,3.0,0.32191,0.421404,6.1,31,2016,"Comedy,Romance",Youssef Delara,-2.578596
2428,4-Sep-15,Before We Go,3.0,0.037151,0.483938,6.5,985,2014,"Comedy,Drama,Romance",Chris Evans,-2.516062
2429,13-Jan-12,The Divide,3.0,0.018,0.156362,5.9,302,2011,"Drama,Horror,Sci-Fi",Xavier Gens,-2.843638
2435,10-Oct-17,Demonic,3.0,0.0,4.668109,5.1,267,2015,"Horror,Thriller",Will Canon,1.6681090000000003
2437,27-Jun-14,They Came Together,3.0,0.0,0.08278,5.5,226,2014,"Comedy,Romance",David Wain,-2.91722
2438,21-May-13,Open Road,3.0,0.0,0.047469,5.1,20,2013,"Action,Drama,Thriller",Marcio Garcia,-2.952531
2439,19-Aug-11,Griff the Invisible,2.9,0.020778,0.025935,6.0,44,2010,"Comedy,Drama,Romance",Leon Ford,-2.874065
2440,26-Oct-18,Indivisible,2.7,3.511417,3.588305,5.4,13,2017,Documentary,Hilary Linder,0.8883049999999999
2443,2-May-14,Ida,2.6,3.82706,15.298355,7.3,455,2013,Drama,Pawel Pawlikowski,12.698355000000001
2444,11-Jan-13,A Haunted House,2.5,40.041683,59.922558,5.5,871,2013,"Comedy,Fantasy",Michael Tiddes,57.422558
2445,2-Aug-13,The Spectacular Now,2.5,6.852971,6.916951,6.6,1801,2013,"Comedy,Drama,Romance",James Ponsoldt,4.416951
2446,24-Jun-16,Hunt for the Wilderpeople,2.5,5.205471,23.845533,7.8,915,2016,"Adventure,Comedy,Drama",Taika Waititi,21.345533
2447,17-Aug-12,Robot & Frank,2.5,3.317468,4.934356,6.9,620,2012,"Comedy,Crime,Drama",Jake Schreier,2.434356
2448,1-Mar-13,The Lost Medallion: The Adventures of Billy Stone,2.5,0.549632,0.549632,5.5,21,2013,"Adventure,Family,Fantasy",Bill Muir,-1.950368
2449,1-Apr-11,Super,2.5,0.327716,0.593933,6.6,726,2010,"Action,Comedy,Drama",James Gunn,-1.906067
2451,16-Aug-13,Underdogs,2.5,0.035017,1.392649,5.5,16,2018,"Documentary,Sport",Téo Frank,-1.107351
2457,20-Mar-15,Do You Believe?,2.3,12.9856,14.304931,7.0,72,2015,Drama,Jon Gunn,12.004931
2459,5-Sep-14,Frontera,2.3,0.059696,0.059696,6.3,80,2010,"Action,Drama,Thriller",Jesse Estrada,-2.2403039999999996
2463,26-Aug-11,Redemption Road,2.3,0.029384,0.029384,4.7,6,2010,Drama,Mario Van Peebles,-2.270616
2464,21-Nov-46,The Best Years of Our Lives,2.1,23.6,23.6,7.8,243,2013,Comedy,Mihalis Georgiou,21.5
2465,13-Jul-01,Bully,2.1,0.881824,1.381824,7.2,93,2011,Documentary,Lee Hirsch,-0.7181760000000001
2470,30-Sep-11,Courageous,2.0,34.522221,35.185884,7.0,128,2011,Drama,Alex Kendrick,33.185884
2471,13-Mar-15,It Follows,2.0,14.674077,23.250755,6.5,3485,2014,"Horror,Mystery",David Robert Mitchell,21.250755
2472,13-Jul-18,Eighth Grade,2.0,13.53971,14.341016,7.4,519,2018,"Comedy,Drama",Bo Burnham,12.341016
2473,8-Apr-16,Hardcore Henry,2.0,9.252038,17.187434,6.2,1294,2015,"Action,Adventure,Sci-Fi",Ilya Naishuller,15.187434
2474,11-Jun-10,Winter's Bone,2.0,6.531503,16.131551,6.9,931,2010,"Drama,Mystery",Debra Granik,14.131551000000002
2475,10-Oct-14,Meet the Mormons,2.0,6.047363,6.049171,5.4,7,2014,Documentary,Blair Treu,4.049171
2476,6-Oct-17,The Florida Project,2.0,5.904366,11.295324,7.4,1125,2017,Drama,Sean Baker,9.295324
2477,25-Aug-17,All Saints,2.0,5.802208,5.941994,6.1,25,2017,Drama,Steve Gomer,3.941994
2478,8-Oct-10,Inside Job,2.0,4.311834,7.799257,7.8,466,2010,"Crime,Documentary",Charles Ferguson,5.799257
2479,28-Aug-15,We Are Your Friends,2.0,3.591417,10.153415,6.3,1241,2015,"Drama,Music,Romance",Max Joseph,8.153415
2480,18-Sep-15,Captive,2.0,2.583301,2.791973,3.8,7,2012,"Drama,Thriller",Brillante Mendoza,0.791973
2489,8-Jun-18,Hearts Beat Loud,2.0,2.386254,2.420962,7.4,87,2018,"Comedy,Drama,Music",Brett Haley,0.42096199999999984
2490,20-Jan-17,The Resurrection of Gavin Stone,2.0,2.303792,2.303792,6.7,10,2016,"Comedy,Drama,Family",Dallas Jenkins,0.30379200000000006
2491,7-Aug-15,The Diary of a Teenage Girl,2.0,1.477002,2.279959,6.7,460,2015,"Comedy,Drama,Romance",Marielle Heller,0.27995899999999985
2492,25-Apr-14,Locke,2.0,1.370646,2.08839,6.9,1370,2013,Drama,Steven Knight,0.08838999999999997
2493,8-Apr-11,Meek's Cutoff,2.0,0.977772,1.869928,6.5,113,2010,"Drama,Western",Kelly Reichardt,-0.13007199999999997
2494,28-Nov-14,The Babadook,2.0,0.950792,7.482387,6.4,3528,2014,"Drama,Horror",Jennifer Kent,5.482387
2495,18-Jan-08,Teeth,2.0,0.347578,2.350641,7.6,5,2017,Drama,Rares H. Stoica,0.350641
2499,26-Jul-96,Stonewall,2.0,0.304602,0.304602,6.2,69,2015,"Drama,History",Roland Emmerich,-1.695398
2500,13-Feb-15,The Last Five Years,2.0,0.147299,0.205298,5.9,230,2014,"Comedy,Drama,Musical",Richard LaGravenese,-1.794702
2501,7-Apr-15,Lost River,2.0,0.045431,2.009644,5.8,352,2014,"Drama,Fantasy,Mystery",Ryan Gosling,0.009644000000000208
2502,9-Oct-15,Knock Knock,2.0,0.036336,6.328516,5.0,1490,2015,"Drama,Thriller",Eli Roth,4.328516
2504,19-Oct-12,The First Time,2.0,0.017061,0.017061,7.0,1426,2012,"Comedy,Drama,Romance",Jonathan Kasdan,-1.982939
2506,27-Aug-10,Circle,2.0,0.010024,0.010024,3.8,6,2010,"Horror,Thriller",Michael W. Watkins,-1.989976
2510,13-Sep-13,Plush,2.0,0.00308,0.028864,7.5,1,2013,"Drama,Music,Thriller",Catherine Hardwicke,-1.971136
2512,26-Oct-12,The Ghastly Love of Johnny X,2.0,0.002436,0.002436,6.5,9,2012,"Comedy,Fantasy,Musical",Paul Bunnell,-1.997564
2513,23-Oct-15,Bone Tomahawk,2.0,0.0,0.475846,6.8,905,2015,"Adventure,Drama,Horror",S. Craig Zahler,-1.524154
2514,1-Apr-13,Stitches,2.0,0.0,0.063555,5.6,138,2012,"Comedy,Horror",Conor McMahon,-1.936445
2517,24-Sep-10,Buried,1.98765,1.044143,21.27029,6.6,1487,2010,"Drama,Mystery,Thriller",Rodrigo Cortés,19.28264
2520,24-Apr-15,Brotherly Love,1.9,0.478595,0.478595,6.8,53,2015,Drama,Jamal Hill,-1.421405
2522,3-Jun-11,Submarine,1.9,0.467602,4.581937,7.4,770,2010,"Comedy,Drama,Romance",Richard Ayoade,2.681937
2523,9-Apr-10,The Square,1.9,0.406216,0.740932,7.8,84,2013,"Documentary,Drama,History",Jehane Noujaim,-1.159068
2525,25-Oct-13,The Square,1.5,0.124244,0.176262,7.8,84,2013,"Documentary,Drama,History",Jehane Noujaim,-1.323738
2535,26-Jul-13,Stranded,1.9,0.0,0.285593,3.6,73,2019,"Drama,Romance",Ice Idanan,-1.614407
2537,27-Aug-10,The Last Exorcism,1.8,41.03435,70.1659,5.6,519,2010,"Drama,Horror,Thriller",Daniel Stamm,68.3659
2538,27-Jun-12,Beasts of the Southern Wild,1.8,12.795746,23.265132,6.9,605,2012,"Adventure,Drama,Fantasy",Benh Zeitlin,21.465132
2539,23-Aug-11,Higher Ground,1.8,0.841056,0.842693,5.9,21,2011,Drama,Vera Farmiga,-0.957307
2540,8-Oct-10,I Spit on Your Grave,1.75,0.093051,1.278471,6.3,977,2010,"Horror,Thriller",Steven R. Monroe,-0.4715290000000001
2541,28-Feb-14,The Lunchbox,1.7,4.2315,12.2315,7.3,350,2013,"Drama,Romance",Ritesh Batra,10.531500000000001
2542,4-Oct-13,Grace Unplugged,1.7,2.507159,2.507159,6.3,38,2013,"Drama,Music",Brad J. Silverman,0.8071590000000002
2543,1-Feb-19,Braid,1.66,0.0,0.080745,6.4,18,2018,"Horror,Mystery,Thriller",Mitzi Peirone,-1.5792549999999999
2544,15-Oct-10,N-Secure,1.6,2.595644,2.595644,4.8,6,2010,"Crime,Drama,Thriller",David M. Matthews,0.995644
2545,31-Dec-89,Out of the Dark,1.6,0.419428,0.419428,4.8,79,2014,"Horror,Thriller",Lluís Quílez,-1.1805720000000002
2546,26-Sep-14,Two Night Stand,1.6,0.0156,0.868081,6.5,1241,2014,"Comedy,Romance",Max Nichols,-0.7319190000000001
2547,1-Apr-11,Insidious,1.5,54.00915,99.870886,6.9,3582,2010,"Horror,Mystery,Thriller",James Wan,98.370886
2548,21-Oct-16,Moonlight,1.5,27.854931,65.245512,7.4,3893,2016,Drama,Barry Jenkins,63.745512000000005
2550,12-Sep-03,Cabin Fever,1.5,21.158188,30.351664,4.6,215,2016,Horror,Travis Zariwny,28.851664
2551,23-Mar-18,Unsane,1.5,7.690044,14.244931,6.2,667,2018,"Drama,Horror,Mystery",Steven Soderbergh,12.744931
2552,31-Oct-45,Spellbound,1.5,7.0,7.0,5.3,3,2011,"Comedy,Horror,Romance",In-ho Hwang,5.5
2554,26-Jul-13,The To Do List,1.5,3.491669,4.128828,5.5,534,2013,"Comedy,Romance",Maggie Carey,2.6288280000000004
2555,1-Feb-13,The Gatekeepers,1.5,2.408553,2.592308,7.2,51,2012,"Documentary,History,War",Dror Moreh,1.092308
2556,19-Apr-13,The Lords of Salem,1.5,1.165881,1.541131,5.3,445,2012,"Horror,Thriller",Rob Zombie,0.04113100000000003
2557,21-Oct-16,31,1.5,0.77982,0.922727,5.2,370,2016,"Horror,Thriller",Rob Zombie,-0.577273
2558,22-Apr-16,Unsullied,1.5,0.510957,0.510957,3.3,3,2014,"Action,Horror,Thriller",Simeon Rice,-0.989043
2559,19-Aug-11,Amigo,1.5,0.184705,0.184705,4.8,4,2010,"Drama,War",John Sayles,-1.3152949999999999
2560,17-Oct-14,Housebound,1.5,0.0,0.236863,6.6,505,2014,"Comedy,Horror,Mystery",Gerard Johnstone,-1.263137
2561,20-Jul-18,Teefa in Trouble,1.5,0.0,0.098806,7.6,11,2018,"Action,Comedy,Crime",Ahsan Rahim,-1.401194
2562,17-Apr-14,Closer to the Moon,1.5,0.0,0.005396,7.2,19,2014,"Comedy,Crime,Drama",Nae Caranfil,-1.494604
2563,20-Nov-15,Mustang,1.4,0.845464,5.552584,8.0,755,2015,Drama,Deniz Gamze Ergüven,4.152584000000001
2564,5-Apr-13,Eddie: The Sleepwalking Cannibal,1.4,0.001632,0.001632,6.2,33,2012,"Comedy,Horror",Boris Rodriguez,-1.3983679999999998
2565,30-Jan-15,Above and Beyond,1.3,0.288751,0.288751,8.0,5,2014,"Adventure,Documentary,History",Roberta Grossman,-1.011249
2566,7-Apr-06,Simon,1.3,0.004055,1.738663,0.0,1,2016,Thriller,Warren Badenski,0.438663
2569,17-Oct-14,Dear White People,1.25,4.404154,5.403771,6.1,296,2014,"Comedy,Drama,Romance",Justin Simien,4.153771
2570,19-Apr-13,Home Run,1.2,2.859955,2.859955,6.3,33,2010,"Drama,Family,Sport",Chia-Chien Chen,1.6599549999999998
2572,13-Apr-12,Blue Like Jazz,1.2,0.595018,0.595018,5.9,35,2012,"Comedy,Drama",Steve Taylor,-0.6049819999999999
2573,1-Jun-12,"Pink Ribbons, Inc.",1.2,0.026608,0.026608,6.8,6,2011,Documentary,Léa Pool,-1.173392
2574,6-Feb-18,Blood Feast,1.2,0.008708,0.008708,4.3,6,2016,Horror,Marcel Walz,-1.191292
2575,18-May-12,Beyond the Black Rainbow,1.1,0.056491,0.056491,5.9,150,2010,"Horror,Sci-Fi,Thriller",Panos Cosmatos,-1.043509
2576,21-Nov-14,The Sleepwalker,1.1,0.002636,0.002636,4.1,9,2014,Drama,Mona Fastvold,-1.097364
2577,7-Mar-17,Departure,1.1,0.0,0.027561,10.0,1,2015,"Drama,Romance",Andrew Steggall,-1.0724390000000001
2579,6-Jan-12,The Devil Inside,1.0,53.262945,101.75949,4.7,441,2012,Horror,William Brent Bell,100.75949
2580,17-Apr-15,Unfriended,1.0,32.789645,64.364198,5.4,2019,2014,"Horror,Mystery,Thriller",Levan Gabriadze,63.364198
2581,23-Aug-13,You're Next,1.0,18.494006,26.887177,6.6,1258,2011,"Action,Comedy,Horror",Adam Wingard,25.887177
2582,25-May-12,Chernobyl Diaries,1.0,18.11964,42.411721,5.0,842,2012,"Horror,Mystery,Thriller",Bradley Parker,41.411721
2583,29-Dec-10,Blue Valentine,1.0,9.737892,16.56624,6.9,1677,2010,"Drama,Romance",Derek Cianfrance,15.56624
2584,20-Jul-18,Unfriended: Dark Web,1.0,8.866745,16.434588,6.1,365,2018,"Crime,Horror,Mystery",Stephen Susco,15.434588000000002
2585,25-Sep-15,The Green Inferno,1.0,7.192291,12.93142,5.2,619,2013,"Adventure,Horror",Eli Roth,11.93142
2586,3-Feb-17,I Am Not Your Negro,1.0,7.123919,9.617402,8.1,196,2016,Documentary,Raoul Peck,8.617402
2587,19-Oct-12,The Sessions,1.0,6.002451,11.495204,6.9,296,2012,"Biography,Comedy,Drama",Ben Lewin,10.495204
2588,12-Sep-14,The Skeleton Twins,1.0,5.284309,5.797192,6.7,394,2014,"Comedy,Drama,Romance",Craig Johnson,4.797192
2589,6-Jun-14,Obvious Child,1.0,3.122616,3.32407,6.7,256,2014,"Comedy,Drama,Romance",Gillian Robespierre,2.32407
2590,21-Oct-11,Martha Marcy May Marlene,1.0,2.981038,5.438911,6.7,413,2011,"Drama,Mystery,Thriller",Sean Durkin,4.438911
2591,7-Dec-01,No Man's Land,1.0,1.067481,2.684207,7.0,1,2020,Western,Conor Allyn,1.6842069999999998
2606,18-Aug-17,Patti Cake$,1.0,0.800148,1.47109,7.0,122,2017,"Drama,Music",Geremy Jasper,0.47109
2607,9-May-14,Palo Alto,1.0,0.767732,1.156309,6.4,528,2013,Drama,Gia Coppola,0.15630900000000003
2608,29-Jul-11,The Future,1.0,0.568662,1.239174,5.8,38,2011,"Drama,Fantasy,Romance",Miranda July,0.239174
2610,24-Oct-14,23 Blast,1.0,0.549185,0.549185,6.5,31,2014,"Drama,Family,Sport",Dylan Baker,-0.45081499999999997
2611,18-Jul-14,I Origins,1.0,0.336472,0.852399,7.6,1814,2014,"Drama,Romance,Sci-Fi",Mike Cahill,-0.14760099999999998
2612,28-Nov-14,Antarctica: A Year on Ice,1.0,0.288757,0.288757,7.2,41,2013,"Adventure,Biography,Documentary",Anthony Powell,-0.7112430000000001
2613,8-Apr-16,The Invitation,1.0,0.231738,0.354836,6.5,1063,2015,"Drama,Horror,Mystery",Karyn Kusama,-0.6451640000000001
2614,1-Jun-12,Hardflip,1.0,0.096734,0.096734,5.0,7,2012,"Action,Drama",Johnny Remo,-0.903266
2615,11-Mar-16,Creative Control,1.0,0.063014,0.063014,5.6,36,2015,"Drama,Sci-Fi",Benjamin Dickinson,-0.936986
2616,1-Jul-11,The Perfect Host,1.0,0.048764,0.051587,6.3,217,2010,"Comedy,Crime,Thriller",Nick Tomnay,-0.948413
2618,13-Feb-15,Hits,1.0,0.015156,0.015156,5.0,36,2014,"Comedy,Drama",David Cross,-0.984844
2619,17-Oct-14,Camp X-Ray,1.0,0.009837,0.101053,6.8,618,2014,"Drama,War",Peter Sattler,-0.8989469999999999
2620,10-Apr-15,The Sisterhood of Night,1.0,0.00687,0.00687,6.4,51,2014,"Drama,Mystery,Thriller",Caryn Waechter,-0.99313
2621,31-Dec-13,Heli,1.0,0.0,0.552614,6.4,46,2013,"Crime,Drama,Romance",Amat Escalante,-0.44738599999999995
2622,11-Dec-15,American Hero,1.0,0.0,2.6e-05,5.0,93,2015,"Action,Comedy,Drama",Nick Love,-0.999974
2623,10-Jan-14,Banshee Chapter,0.95,0.0,0.078122,5.6,135,2013,"Horror,Sci-Fi,Thriller",Blair Erickson,-0.8718779999999999
2624,13-Apr-12,L!fe Happens,0.93,0.030905,0.030905,5.3,91,2011,Comedy,Kat Coiro,-0.8990950000000001
2625,12-May-17,Lowriders,0.916,6.179955,6.188421,6.5,46,2016,"Adventure,Crime,Drama",Ricardo de Montreuil,5.272421
2627,12-Jul-13,Fruitvale Station,0.9,16.098998,17.549645,7.4,645,2013,"Biography,Drama,Romance",Ryan Coogler,16.649645000000003
2628,1-Apr-16,Meet the Blacks,0.9,9.097072,9.097072,4.4,139,2016,"Comedy,Horror",Deon Taylor,8.197072
2629,26-Aug-11,Circumstance,0.9,0.454121,0.958978,6.9,45,2011,Drama,Maryam Keshavarz,0.058977999999999975
2630,27-Apr-12,The Giant Mechanical Man,0.9,0.007396,0.007396,6.3,70,2012,"Comedy,Drama,Romance",Lee Kirk,-0.8926040000000001
2631,5-Apr-13,The Brass Teapot,0.9,0.006997,0.413733,6.0,240,2012,"Comedy,Fantasy,Thriller",Ramaa Mosley,-0.486267
2632,21-Mar-08,The Hammer,0.85,0.442638,0.442638,6.5,16,2010,"Biography,Drama,Sport",Oren Kaplan,-0.407362
2634,28-Aug-15,Windsor Drive,0.85,0.003256,0.003256,2.5,4,2015,"Mystery,Thriller",Natalie Bible',-0.8467439999999999
2635,19-Sep-14,Not Cool,0.8,0.035688,0.035688,4.2,50,2014,"Comedy,Drama,Romance",Shane Dawson,-0.7643120000000001
2636,3-Feb-12,Kill List,0.8,0.029063,0.462206,6.1,332,2011,"Crime,Drama,Horror",Ben Wheatley,-0.33779400000000004
2637,8-Jun-12,Safety Not Guaranteed,0.75,4.010957,4.422318,6.9,792,2012,"Comedy,Drama,Romance",Colin Trevorrow,3.6723179999999997
2638,3-Feb-12,The Innkeepers,0.75,0.078396,1.011535,5.5,324,2011,"Drama,Horror,Mystery",Ti West,0.2615350000000001
2639,4-Aug-17,Columbus,0.7,1.017107,1.110511,7.3,130,2015,Comedy,R. Samala,0.41051100000000007
2642,11-Oct-13,Escape from Tomorrow,0.65,0.171962,0.171962,4.8,117,2013,"Drama,Fantasy,Horror",Randy Moore,-0.478038
2643,2-May-14,Water & Power,0.6,0.042557,0.042557,3.0,1,2013,"Crime,Drama",Richard Montoya,-0.557443
2644,22-May-15,Drunk Wedding,0.6,0.003301,0.003301,3.9,15,2015,Comedy,Nick Weiss,-0.596699
2645,4-Mar-16,They Will Have to Kill Us First,0.6,0.0,0.007943,5.0,1,2015,Documentary,Johanna Schwartz,-0.5920569999999999
2646,12-Sep-14,Faith Connections,0.55,0.009111,0.009111,4.2,3,2013,"Biography,Documentary,Drama",Pan Nalin,-0.5408890000000001
2647,15-Nov-74,Benji,0.5,31.55956,31.55956,8.0,4,2018,"Crime,Drama,Family",Brandon Camp,31.05956
2649,23-Aug-13,Drinking Buddies,0.5,0.343706,0.4071,6.0,528,2013,"Comedy,Drama,Romance",Joe Swanberg,-0.09289999999999998
2650,29-Oct-10,Monsters,0.5,0.237301,5.63973,6.2,848,2010,"Drama,Sci-Fi,Thriller",Gareth Edwards,5.13973
2658,17-Apr-13,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,0.5,0.152449,0.152449,7.1,18,2012,Documentary,Molly Bernstein,-0.347551
2659,28-Sep-12,The Other Dream Team,0.5,0.134109,0.314444,7.5,12,2012,"Documentary,Sport",Marius A. Markevicius,-0.185556
2660,1-Apr-11,Rubber,0.5,0.10037,0.680914,5.9,417,2010,"Comedy,Fantasy,Horror",Quentin Dupieux,0.18091400000000002
2661,11-Jul-03,The Journey,0.5,0.0198,0.0198,6.7,20,2010,Family,Tim Lowry,-0.4802
2667,10-Sep-14,Born to Fly: Elizabeth Streb vs. Gravity,0.5,0.001822,0.001822,5.5,2,2014,"Action,Biography,Documentary",Catherine Gund,-0.498178
2668,28-Jun-13,Detention of the Dead,0.5,0.001778,0.001778,5.0,50,2012,"Action,Adventure,Comedy",Alex Craig Mann,-0.498222
2669,11-May-18,Higher Power,0.5,0.000528,0.000528,4.9,43,2018,"Action,Sci-Fi,Thriller",Matthew Charles Santoro,-0.499472
2670,11-Jul-14,As It Is in Heaven,0.45,0.013486,0.013486,8.0,1,2014,Drama,Joshua Overbay,-0.436514
2671,25-Apr-14,Blue Ruin,0.42,0.258384,0.437002,6.9,736,2013,"Crime,Drama,Thriller",Jeremy Saulnier,0.017002000000000017
2672,15-Oct-10,I Want Your Money,0.4,0.433588,0.433588,4.2,5,2010,Documentary,Ray Griggs,0.03358799999999995
2673,16-May-80,Home Movies,0.4,0.089134,0.089134,5.8,6,2011,"Documentary,Family",Dean Duncan,-0.31086600000000003
2675,27-Jul-01,Jackpot,0.4,0.044452,0.044452,6.0,1,2011,"Action,Comedy,Crime",Magnus Martens,-0.35554800000000003
2685,1-Jan-80,Maniac,0.35,10.0,10.0,6.1,9,2011,"Action,Horror,Thriller",Albin Joseph,9.65
2689,11-Mar-11,3 Backyards,0.3,0.039475,0.039475,4.3,6,2010,Drama,Eric Mendelsohn,-0.260525
2690,23-Oct-15,The Looking Glass,0.3,0.001711,0.001711,5.0,1,2011,Fantasy,Colin Downey,-0.29828899999999997
2694,17-Aug-12,Compliance,0.27,0.319285,0.8307,6.4,340,2012,"Biography,Crime,Drama",Craig Zobel,0.5607
2695,1-May-81,Graduation Day,0.25,23.894,23.894,5.0,1,2015,Thriller,Chris Stokes,23.644
2696,28-Apr-17,Sleight,0.25,3.93099,3.93445,5.3,367,2016,"Action,Drama,Sci-Fi",J.D. Dillard,3.68445
2697,28-Oct-11,Like Crazy,0.25,3.395391,3.7284,6.5,638,2011,"Drama,Romance",Drake Doremus,3.4784
2700,11-Sep-98,Cube,0.25,0.48922,8.969065,2.0,1,2013,"Biography,Documentary",Chris Kaye,8.719065
2701,22-Jul-05,November,0.25,0.191862,0.191862,7.6,38,2014,"Documentary,History",Luciangela Gatto,-0.058137999999999995
2703,28-Mar-08,Happy Valley,0.25,0.067665,0.067665,6.7,25,2014,"Documentary,Drama,Sport",Amir Bar-Lev,-0.182335
2704,2-Aug-13,The Canyons,0.25,0.059671,0.062375,4.3,134,2013,"Drama,Thriller",Paul Schrader,-0.187625
2705,6-Jun-14,Test,0.25,0.018823,0.018823,7.2,37,2013,Drama,Chris Mason Johnson,-0.231177
2714,20-Jul-12,Burn,0.225,1.109276,1.109276,9.0,1,2015,Thriller,Giorgio Serafino,0.884276
2716,25-Feb-11,The Grace Card,0.2,2.430735,2.430735,6.5,18,2010,Drama,David G. Evans,2.2307349999999997
2717,19-Jun-15,The Overnight,0.2,1.109808,1.165996,6.0,200,2015,"Comedy,Mystery",Patrick Brice,0.9659960000000001
2718,12-Oct-12,Middle of Nowhere,0.2,0.236806,0.236806,5.9,35,2012,Drama,Ava DuVernay,0.03680599999999998
2720,14-Mar-14,The Word,0.2,0.003648,0.003648,4.8,15,2013,Drama,Gregory W. Friedle,-0.196352
2722,23-Sep-11,Weekend,0.19,0.484592,1.577585,7.5,287,2011,"Drama,Romance",Andrew Haigh,1.387585
2724,27-Feb-15,Butterfly Girl,0.18,0.017503,0.017503,5.0,1,2014,Documentary,Cary Bell,-0.162497
2725,22-Jul-11,Another Earth,0.175,1.321194,2.102779,6.7,853,2011,"Drama,Romance,Sci-Fi",Mike Cahill,1.927779
2726,23-Aug-13,Sparrows Dance,0.175,0.002602,0.002602,7.4,6,2012,"Comedy,Drama,Romance",Noah Buschel,-0.172398
2727,3-Jun-16,The Fits,0.17,0.166425,0.169242,6.6,66,2015,"Drama,Music",Anna Rose Holmer,-0.0007580000000000087
2728,1-Mar-02,The Calling,0.16,0.032092,0.032092,5.7,110,2014,"Drama,Thriller",Jason Stone,-0.127908
2731,31-Dec-13,Speak No Evil,0.15,0.0,0.032927,3.6,19,2013,Horror,Roze,-0.117073
2732,27-Apr-12,Sound of My Voice,0.135,0.408015,0.429448,6.4,169,2011,"Drama,Mystery,Sci-Fi",Zal Batmanglij,0.294448
2733,15-Jun-12,Your Sister's Sister,0.12,1.597486,3.090593,6.6,192,2011,"Comedy,Drama",Lynn Shelton,2.970593
2734,7-Jul-17,A Ghost Story,0.1,1.594798,2.769782,7.0,906,2017,"Drama,Fantasy,Romance",David Lowery,2.669782
2735,21-Mar-14,Cheap Thrills,0.1,0.059424,0.059424,6.4,216,2013,"Comedy,Crime,Drama",E.L. Katz,-0.04057600000000001
2736,17-Jul-15,Dawn of the Crescent Moon,0.075,0.008799,0.008799,2.0,1,2014,"Drama,Sci-Fi,Thriller",Kirk Loudon,-0.066201
2737,25-Jul-14,Happy Christmas,0.07,0.030312,0.030312,5.1,95,2014,"Comedy,Drama",Joe Swanberg,-0.03968800000000001
2738,31-Dec-11,Absentia,0.07,0.0,0.008555,5.9,175,2011,"Drama,Horror,Mystery",Mike Flanagan,-0.06144500000000001
2739,25-Jan-13,Supporting Characters,0.06,0.004917,0.004917,6.7,13,2012,Comedy,Daniel Schechter,-0.055083
2740,12-Nov-10,Tiny Furniture,0.05,0.391674,0.424149,5.9,82,2010,"Comedy,Drama,Romance",Lena Dunham,0.374149
2741,31-Jul-15,Counting,0.05,0.008374,0.008374,8.3,3,2015,Documentary,Jem Cohen,-0.041626
2742,11-Feb-11,Raymond Did It,0.04,0.003632,0.003632,3.7,8,2011,Horror,Travis Legge,-0.036368
2743,18-Mar-16,Krisha,0.03,0.144822,0.144822,9.0,1,2015,Drama,Trey Edward Shults,0.11482200000000001
2745,27-Jan-17,Emily,0.027,0.003547,0.003547,7.0,1,2011,Drama,Timothy McNeil,-0.023453
